#GO enrichment for all type A BioProject samples analyzed together,,,,,,
#delta.rank = the difference in the mean rank for the GO term and the mean rank for all other genes. Larger negative values indicate tendency toward downregulation under stress. Positive values indicate tendency toward upregulation.,,,,,,
#pval = the raw p-value for the GO terms enrichment,,,,,,
#nseqs = the number of genes in the dataset annotated with the GO term,,,,,,
#term = the GO term accession,,,,,,
#name = the descriptive name of the GO term,,,,,,
#p.adj =  p-value adjusted for multiple testing (Benjamini–Hochberg procedure),,,,,,
#goDivision = the division the GO term is from (BP=Biological Process; MF = Moleular Function; CC = Cellular Compnent),,,,,,
delta.rank,pval,nseqs,term,name,p.adj,goDivision
-441,0.077652794,44,GO:0140101,"catalytic activity, acting on a tRNA",0.223860982,MF
806,0.078711189,13,GO:0015280,ligand-gated sodium channel activity,0.225966706,MF
-250,0.080697361,136,GO:0008237,metallopeptidase activity,0.229374755,MF
-335,0.08080379,75,GO:0017171,serine hydrolase activity,0.229374755,MF
309,0.080897047,88,GO:0042277,peptide binding,0.229374755,MF
544,0.081968618,28,GO:0001653;GO:0008528,peptide receptor activity,0.231460565,MF
826,0.083378008,12,GO:0005021,vascular endothelial growth factor-activated receptor activity,0.234479379,MF
-246,0.083895619,138,GO:0016791,phosphatase activity,0.234975942,MF
465,0.087405831,37,GO:0061134,peptidase regulator activity,0.243816264,MF
-213,0.089895212,178,GO:0042578,phosphoric ester hydrolase activity,0.249749198,MF
803,0.092327032,12,GO:0004322;GO:0016724,"oxidoreductase activity, oxidizing metal ions, oxygen as acceptor",0.255475201,MF
-531,0.095289294,27,GO:0019213,deacetylase activity,0.261695004,MF
421,0.095334464,43,GO:0051087,chaperone binding,0.261695004,MF
663,0.098324884,17,GO:0036442,proton-exporting ATPase activity,0.268832718,MF
-516,0.099051222,28,GO:0016859,cis-trans isomerase activity,0.269360849,MF
525,0.099299936,27,GO:0008013,beta-catenin binding,0.269360849,MF
-467,0.099696497,34,GO:0019842,vitamin binding,0.269376026,MF
-640,0.100573191,18,GO:0004532,exoribonuclease activity,0.270683314,MF
-606,0.101269105,20,GO:0016645,"oxidoreductase activity, acting on the CH-NH group of donors",0.271495771,MF
675,0.102172499,16,GO:0046527,glucosyltransferase activity,0.272856015,MF
-500,0.10339827,29,GO:0015485,cholesterol binding,0.275063353,MF
712,0.106993621,14,GO:0005172,vascular endothelial growth factor receptor binding,0.283183109,MF
306,0.107945206,76,GO:0043492,"ATPase activity, coupled to movement of substances",0.283183109,MF
-542,0.108012979,24,GO:0000049,tRNA binding,0.283183109,MF
-542,0.108094568,24,GO:1901682,sulfur compound transmembrane transporter activity,0.283183109,MF
-134,0.109134258,419,GO:0016491,oxidoreductase activity,0.283799027,MF
707,0.109271814,14,GO:0030296,protein tyrosine kinase activator activity,0.283799027,MF
124,0.110075027,493,GO:0140110,transcription regulator activity,0.283799027,MF
550,0.11056836,23,GO:0051119,sugar transmembrane transporter activity,0.283799027,MF
-527,0.110761752,25,GO:0019888,protein phosphatase regulator activity,0.283799027,MF
-679,0.111251571,15,GO:0005381,iron ion transmembrane transporter activity,0.283799027,MF
385,0.11128282,47,GO:1901981,phosphatidylinositol phosphate binding,0.283799027,MF
791,0.112036164,11,GO:0016668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",0.283799027,MF
-261,0.112036771,103,GO:0004386,helicase activity,0.283799027,MF
-457,0.112506165,33,GO:0032934,sterol binding,0.283944131,MF
-243,0.114900775,117,GO:0050662,coenzyme binding,0.28892932,MF
-630,0.115697889,17,GO:0090482,vitamin transmembrane transporter activity,0.289875803,MF
-627,0.117722588,17,GO:0015193,L-proline transmembrane transporter activity,0.293879938,MF
-384,0.119544244,45,GO:0003678,DNA helicase activity,0.295732479,MF
505,0.11960326,26,GO:0030414,peptidase inhibitor activity,0.295732479,MF
-561,0.119790632,21,GO:0015296,anion:cation symporter activity,0.295732479,MF
685,0.120543709,14,GO:0042805,actinin binding,0.295732479,MF
-469,0.120610779,30,GO:0004003,ATP-dependent DNA helicase activity,0.295732479,MF
143,0.122673064,338,GO:0042803,protein homodimerization activity,0.299722486,MF
383,0.124925404,44,GO:0030165,PDZ domain binding,0.304103006,MF
-702,0.125348699,13,GO:0016646,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",0.304103006,MF
-362,0.126086822,49,GO:0015103,inorganic anion transmembrane transporter activity,0.304820423,MF
726,0.128112393,12,GO:0033691,sialic acid binding,0.308287769,MF
120,0.12860876,480,GO:0017111,nucleoside-triphosphatase activity,0.308287769,MF
670,0.128863393,14,GO:0061980,regulatory RNA binding,0.308287769,MF
370,0.130010449,46,GO:0017022,myosin binding,0.309955708,MF
-489,0.131444625,26,GO:0015108,chloride transmembrane transporter activity,0.312294299,MF
268,0.133162152,87,GO:0005096,GTPase activator activity,0.315287707,MF
743,0.135944999,11,GO:0032500;GO:0050700,muramyl dipeptide binding,0.319801767,MF
742,0.136041065,11,GO:0015450,P-P-bond-hydrolysis-driven protein transmembrane transporter activity,0.319801767,MF
-192,0.136461131,168,GO:0003690,double-stranded DNA binding,0.319801767,MF
678,0.138955205,13,GO:0030291,protein serine/threonine kinase inhibitor activity,0.324542836,MF
-445,0.140691666,30,GO:0030492,hemoglobin binding,0.327112602,MF
140,0.141004997,320,GO:0003700,DNA-binding transcription factor activity,0.327112602,MF
-588,0.142590912,17,GO:0016896,"exoribonuclease activity, producing 5'-phosphomonoesters",0.329681672,MF
-625,0.143166346,15,GO:0008559,xenobiotic transmembrane transporting ATPase activity,0.329905059,MF
-603,0.144104642,16,GO:0015187,glycine transmembrane transporter activity,0.330960327,MF
-263,0.145249384,85,GO:0008026;GO:0070035,ATP-dependent helicase activity,0.332481148,MF
663,0.148120223,13,GO:0005385,zinc ion transmembrane transporter activity,0.337929912,MF
685,0.150720292,12,GO:0005548,phospholipid transporter activity,0.342727001,MF
-747,0.152717803,10,GO:0030515,snoRNA binding,0.345319888,MF
473,0.152947853,25,GO:0004221,obsolete ubiquitin thiolesterase activity,0.345319888,MF
-454,0.15336413,27,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,0.345319888,MF
327,0.155442673,52,GO:0004497,monooxygenase activity,0.34885994,MF
537,0.156947344,19,GO:0008046,axon guidance receptor activity,0.351093247,MF
702,0.158801108,11,GO:0005248,voltage-gated sodium channel activity,0.354090496,MF
272,0.159355555,74,GO:0042626,"ATPase activity, coupled to transmembrane movement of substances",0.354180571,MF
-734,0.159889582,10,GO:0030020,extracellular matrix structural constituent conferring tensile strength,0.35422483,MF
463,0.161101546,25,GO:0031625;GO:0044389,ubiquitin-like protein ligase binding,0.355765914,MF
-513,0.164772302,20,GO:0005125,cytokine activity,0.36093031,MF
636,0.165042274,13,GO:0004707,MAP kinase activity,0.36093031,MF
592,0.165296647,15,GO:0008553,"proton-exporting ATPase activity, phosphorylative mechanism",0.36093031,MF
592,0.165535527,15,GO:0050681,androgen receptor binding,0.36093031,MF
-555,0.166384125,17,GO:0042910,xenobiotic transmembrane transporter activity,0.361636158,MF
-298,0.168127966,59,GO:0016298,lipase activity,0.362436285,MF
657,0.168321524,12,GO:0035198,miRNA binding,0.362436285,MF
-403,0.16833035,32,GO:0050661,NADP binding,0.362436285,MF
605,0.17047208,14,GO:0001191,"obsolete transcriptional repressor activity, RNA polymerase II transcription factor binding",0.365297818,MF
-462,0.170719735,24,GO:0038024,cargo receptor activity,0.365297818,MF
394,0.171412476,33,GO:0015297,antiporter activity,0.365644569,MF
-107,0.17216014,483,GO:0015318,inorganic molecular entity transmembrane transporter activity,0.366105977,MF
-417,0.174636363,29,GO:0030145,manganese ion binding,0.370229089,MF
646,0.17524282,12,GO:0004112,cyclic-nucleotide phosphodiesterase activity,0.370375162,MF
641,0.178782103,12,GO:0051721,protein phosphatase 2A binding,0.376699904,MF
640,0.179462239,12,GO:0015215,nucleotide transmembrane transporter activity,0.376980129,MF
609,0.18360189,13,GO:0032027,myosin light chain binding,0.384503655,MF
-630,0.186544853,12,GO:0005527;GO:0005528,macrolide binding,0.387183177,MF
-304,0.186635889,52,GO:0051213,dioxygenase activity,0.387183177,MF
629,0.186895556,12,GO:0035251,UDP-glucosyltransferase activity,0.387183177,MF
689,0.18712917,10,GO:0030898,actin-dependent ATPase activity,0.387183177,MF
-101,0.191142768,502,GO:0015075,ion transmembrane transporter activity,0.394249569,MF
-312,0.191688833,48,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",0.394249569,MF
-569,0.197811045,14,GO:0005251,delayed rectifier potassium channel activity,0.405630388,MF
-370,0.198889332,33,GO:0019208,phosphatase regulator activity,0.406631306,MF
401,0.199546322,28,GO:0043621,protein self-association,0.406767503,MF
-513,0.20096643,17,GO:0140103,"catalytic activity, acting on a glycoprotein",0.408453894,MF
602,0.206563615,12,GO:0005545,1-phosphatidylinositol binding,0.41859509,MF
576,0.208615562,13,GO:0070002,glutamic-type peptidase activity,0.421151268,MF
489,0.209047509,18,GO:0005048,signal sequence binding,0.421151268,MF
-624,0.209908488,11,GO:0016846,carbon-sulfur lyase activity,0.421425639,MF
553,0.210757912,14,GO:0030159,receptor signaling complex scaffold activity,0.421425639,MF
141,0.211340196,221,GO:0008134,transcription factor binding,0.421425639,MF
-371,0.211630292,31,GO:0008276,protein methyltransferase activity,0.421425639,MF
287,0.212532427,52,GO:0030594,neurotransmitter receptor activity,0.422002427,MF
-223,0.216203025,85,GO:0003774,motor activity,0.428057139,MF
558,0.22322342,13,GO:0008143,poly(A) binding,0.440690362,MF
-473,0.224373255,18,GO:0005277;GO:1901375,acetylcholine transmembrane transporter activity,0.441694778,MF
633,0.225629289,10,GO:0032452,histone demethylase activity,0.442901938,MF
-601,0.227788459,11,GO:0003896,DNA primase activity,0.445202936,MF
102,0.228093812,412,GO:0046983,protein dimerization activity,0.445202936,MF
422,0.231358275,22,GO:0004745,retinol dehydrogenase activity,0.449551007,MF
-528,0.231626426,14,GO:0008239,dipeptidyl-peptidase activity,0.449551007,MF
463,0.23423801,18,GO:0017147,Wnt-protein binding,0.453342666,MF
221,0.237181498,79,GO:0035091,phosphatidylinositol binding,0.456399635,MF
98,0.237715431,429,GO:0042802,identical protein binding,0.456399635,MF
177,0.238091235,123,GO:0033218,amide binding,0.456399635,MF
-276,0.238921524,50,GO:0005200,structural constituent of cytoskeleton,0.456399635,MF
-615,0.239129562,10,GO:0017056,structural constituent of nuclear pore,0.456399635,MF
-613,0.240817873,10,GO:0004879;GO:0098531,nuclear receptor activity,0.4581957,MF
314,0.241870617,38,GO:0019783,ubiquitin-like protein-specific protease activity,0.4581957,MF
91,0.242065653,498,GO:0016462,pyrophosphatase activity,0.4581957,MF
-322,0.243530322,36,GO:0008170,N-methyltransferase activity,0.459705183,MF
437,0.249534244,19,GO:0001190,"obsolete transcriptional activator activity, RNA polymerase II transcription factor binding",0.469743131,MF
-359,0.250287217,28,GO:0046906,tetrapyrrole binding,0.469743131,MF
-131,0.250893283,217,GO:0022804,active transmembrane transporter activity,0.469743131,MF
205,0.252606203,86,GO:0140297,DNA-binding transcription factor binding,0.471474833,MF
386,0.253186775,24,GO:0005507,copper ion binding,0.471474833,MF
-470,0.25546453,16,GO:0030331,estrogen receptor binding,0.473758546,MF
88,0.255788359,499,GO:0016818;GO:0016817,"hydrolase activity, acting on acid anhydrides",0.473758546,MF
501,0.256903905,14,GO:0016408,C-acyltransferase activity,0.474549036,MF
-563,0.25825304,11,GO:0004806,triglyceride lipase activity,0.475765627,MF
315,0.259850842,35,GO:0005089,Rho guanyl-nucleotide exchange factor activity,0.477432614,MF
327,0.263106358,32,GO:0004843;GO:0036459;GO:0101005,thiol-dependent ubiquitinyl hydrolase activity,0.480450765,MF
-185,0.263569509,101,GO:0008017,microtubule binding,0.480450765,MF
-477,0.263585471,15,GO:0005294;GO:0015375;GO:0005295,glycine:sodium symporter activity,0.480450765,MF
-487,0.269778269,14,GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",0.489374972,MF
-219,0.269902016,70,GO:0001012,RNA polymerase II regulatory region DNA binding,0.489374972,MF
-548,0.2713398,11,GO:0008641,ubiquitin-like modifier activating enzyme activity,0.49069061,MF
-387,0.272224693,22,GO:0033558,protein deacetylase activity,0.49100213,MF
467,0.273825421,15,GO:0017112,Rab guanyl-nucleotide exchange factor activity,0.492599778,MF
-144,0.274604641,162,GO:0005509,calcium ion binding,0.492715098,MF
-333,0.278039082,29,GO:0030374,nuclear receptor transcription coactivator activity,0.497581629,MF
422,0.278781983,18,GO:0016409,palmitoyltransferase activity,0.497618617,MF
415,0.286926548,18,GO:0005537,mannose binding,0.510833054,MF
-554,0.288466503,10,GO:0030519,snoRNP binding,0.512251083,MF
-391,0.28989889,20,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",0.513471299,MF
-545,0.296469121,10,GO:0051861,glycolipid binding,0.52298849,MF
310,0.296790275,31,GO:0019829,cation-transporting ATPase activity,0.52298849,MF
102,0.307399663,290,GO:0016874,ligase activity,0.540301959,MF
139,0.309842901,150,GO:0072509,divalent inorganic cation transmembrane transporter activity,0.543210583,MF
284,0.3106747,35,GO:1901505,carbohydrate derivative transmembrane transporter activity,0.543286468,MF
-417,0.313139125,16,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",0.546209764,MF
391,0.31540985,18,GO:0015145,monosaccharide transmembrane transporter activity,0.547961531,MF
-460,0.315734002,13,GO:0004622,lysophospholipase activity,0.547961531,MF
-160,0.316860792,109,GO:0016758,"transferase activity, transferring hexosyl groups",0.548535392,MF
369,0.318445605,20,GO:0016849,phosphorus-oxygen lyase activity,0.548726945,MF
369,0.318643211,20,GO:0005109,frizzled binding,0.548726945,MF
-278,0.320736049,35,GO:0008375,acetylglucosaminyltransferase activity,0.548726945,MF
349,0.321615956,22,GO:0003756;GO:0016864;GO:0016862,protein disulfide isomerase activity,0.548726945,MF
423,0.321976128,15,GO:0070717,poly-purine tract binding,0.548726945,MF
-422,0.322205861,15,GO:1990939,ATP-dependent microtubule motor activity,0.548726945,MF
-277,0.322743417,35,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,0.548726945,MF
-452,0.323342728,13,GO:0061733,peptide-lysine-N-acetyltransferase activity,0.548726945,MF
-268,0.3245256,37,GO:0005126,cytokine receptor binding,0.549381176,MF
109,0.327117371,228,GO:0044877,protein-containing complex binding,0.552411443,MF
-443,0.333167395,13,GO:0008574,"ATP-dependent microtubule motor activity, plus-end-directed",0.561252653,MF
239,0.338745318,44,GO:0016790,thiolester hydrolase activity,0.568790222,MF
475,0.339706755,11,GO:0016780,"phosphotransferase activity, for other substituted phosphate groups",0.568790222,MF
-228,0.340118391,48,GO:0004620,phospholipase activity,0.568790222,MF
309,0.34136443,26,GO:0015144,carbohydrate transmembrane transporter activity,0.569491749,MF
-213,0.34507388,54,GO:0043178,alcohol binding,0.574289621,MF
-139,0.347179442,128,GO:0015631,tubulin binding,0.574722299,MF
-415,0.347502698,14,GO:0046966,thyroid hormone receptor binding,0.574722299,MF
252,0.347836282,38,GO:0019838,growth factor binding,0.574722299,MF
242,0.349835337,41,GO:0005506,iron ion binding,0.576642458,MF
-300,0.354891053,26,GO:0005544,calcium-dependent phospholipid binding,0.581123086,MF
-312,0.355062753,24,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",0.581123086,MF
-350,0.355900567,19,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.581123086,MF
-185,0.357455764,68,GO:0009055,electron transfer activity,0.581123086,MF
-317,0.357477998,23,GO:0008083,growth factor activity,0.581123086,MF
405,0.358769792,14,GO:0045296,cadherin binding,0.581123086,MF
282,0.359287145,29,GO:0099516,ion antiporter activity,0.581123086,MF
-457,0.359301066,11,GO:0042903;GO:0070840,tubulin deacetylase activity,0.581123086,MF
475,0.362648711,10,GO:0005246,calcium channel regulator activity,0.585163844,MF
344,0.364528523,19,GO:0042834,peptidoglycan binding,0.586822787,MF
-325,0.367471342,21,GO:0004407,histone deacetylase activity,0.590181246,MF
171,0.370675648,76,GO:0030246,carbohydrate binding,0.593681211,MF
-295,0.372200396,25,GO:0004812;GO:0016875,"ligase activity, forming carbon-oxygen bonds",0.593681211,MF
367,0.373954684,16,GO:0015605,organophosphate ester transmembrane transporter activity,0.593681211,MF
407,0.374187325,13,GO:0032036,myosin heavy chain binding,0.593681211,MF
-392,0.375047032,14,GO:0030228,lipoprotein particle receptor activity,0.593681211,MF
463,0.375325169,10,GO:0008200;GO:0016248,ion channel inhibitor activity,0.593681211,MF
-355,0.37568216,17,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",0.593681211,MF
363,0.380101147,16,GO:0008066,glutamate receptor activity,0.599289909,MF
-276,0.385617216,27,GO:0020037,heme binding,0.606598771,MF
-396,0.3877251,13,GO:0005217,intracellular ligand-gated ion channel activity,0.608525271,MF
448,0.391020492,10,GO:0004559,alpha-mannosidase activity,0.612302543,MF
289,0.392680556,24,GO:0001085,RNA polymerase II transcription factor binding,0.613507716,MF
-315,0.39482657,20,GO:0001047,core promoter binding,0.614475959,MF
261,0.395679866,29,GO:0030295,protein kinase activator activity,0.614475959,MF
252,0.395975799,31,GO:0019209,kinase activator activity,0.614475959,MF
-438,0.401379167,10,GO:0001046,core promoter sequence-specific DNA binding,0.619973345,MF
235,0.401580363,35,GO:0042625;GO:0022853,ATPase coupled ion transmembrane transporter activity,0.619973345,MF
-357,0.403122087,15,GO:0034212,peptide N-acetyltransferase activity,0.619973345,MF
97,0.403401628,210,GO:0043565,sequence-specific DNA binding,0.619973345,MF
382,0.404017463,13,GO:0004709,MAP kinase kinase kinase activity,0.619973345,MF
396,0.405982675,12,GO:0016504,peptidase activator activity,0.621604585,MF
285,0.408536021,23,GO:0008320;GO:0022884,macromolecule transmembrane transporter activity,0.624127092,MF
178,0.410807777,59,GO:0008565,protein transporter activity,0.626209199,MF
72,0.413098878,379,GO:0008144,drug binding,0.628172638,MF
-338,0.413919271,16,GO:0005245,voltage-gated calcium channel activity,0.628172638,MF
-324,0.419343654,17,GO:0019905,syntaxin binding,0.634179971,MF
